QTL,annotation,Locus_id,Seed-5 DAP,Seed- 10 DAP,Embryo- 25 DAP,Endosperm- 25 DAP,Endosperm- 25 DAP (replicate),Anther,Pistil,Pre-emergence inflorescence,Post-emergence inflorescence,Leaves-20 days,Leaves- 20 days (replicate),Shoots,Seedling four-leaf stage F1 93-11/Nipp,Seedling four-leaf stage F1 Nipp/93-11,Seedling four-leaf stage 93-11,Seedling four-leaf stage ,Germinating seed-3 days,Stem-60 days,Callus-35 days,60days-Mature roots,Mature leaves-60 days,Mature pollen,Immature panicle-90 days,Mature Sigma and Ovary,Salt Stress-Leaves-2wks,Salt Stress-Roots-2wks,Drought Stress-Leaves-2wks,Drought Stress-Roots-2wks,Cold Stress-Leaves-2wks,Cold Stress-Roots-2wks,M.oryzae infected-Resistant-6h,M.oryzae infected-Resistant-12h,M.oryzae-R-24h,Mock treatment-24hr,Untreated-leaves-2wks,Untreated-Roots-2wks,M.oryzae infected-Susceptible-6h,M.oryzae infected-Susceptible-12h,M.oryzae infected-Susceptible-24h,M.oryzae infected-Susceptible-96h,Rice leaf-beet armyworm damaged-24h,Rice leaf- Mechanical damaged-24h,Rice leaf-Water weevil damaged-24h,HighMilling-Developing seeds-6days,HighTaste-Developing seeds-6days,LowMilling-Developing seeds-6days,Control-Developing seeds-6days,LowTaste-Developing seeds-6days,start,stop,ori
qCDP17,expressed protein,LOC_Os12g41610,0,0,0,0,0,0,0,0,0,0,0,0,0.35393,0,0.4568,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25750917,25751288,+
qCDP17,expressed protein,LOC_Os12g41634,0,0,0,0,0,0,0,0,0,0,0,0,0.147583,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25763614,25763850,+
qCDP17,"OsFBX463 - F-box domain containing protein, expressed",LOC_Os12g41630,0,0,0,0,0,0,0,0,0,0,0.191022,1.93435,0.313651,0.277551,0.449351,0.235908,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,25758556,25759610,-
qCDP17,expressed protein,LOC_Os12g41640,0,0,0,0,0,0,0,32.2529,0,0,0,0,0.371402,0.123839,0.424352,0.201155,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25764900,25765722,+
qCDP17,"OsSAUR57 - Auxin-responsive SAUR gene family member, expressed",LOC_Os12g41600,4.98584,0,0,0,0,0,0,6.20523,2.62462,0.94458,0.458974,11.3285,1.17808,2.17471,2.78144,3.03851,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25744009,25745623,-
qCDP17,"OsSAUR57 - Auxin-responsive SAUR gene family member, expressed",LOC_Os12g41600,4.98584,0,0,0,0,0,0,6.20523,2.62462,0.94458,0.458974,11.3285,1.17808,2.17471,2.78144,3.03851,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25744009,25745623,-
qCDP17,expressed protein,LOC_Os12g41660,4.35492,0,2.51079,0,0,2.31082,45.8377,40.4733,8.21103,6.15038,3.5394,7.3492,1.19408,0.996548,1.86528,2.4109,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25780834,25782512,-
qCDP17,"WD domain, G-beta repeat domain containing protein, expressed",LOC_Os12g41620,9.00694,4.79126,20.5503,1.32291,1.10204,0.801029,11.8781,11.2883,7.72562,2.49447,6.37206,2.25647,4.87722,4.66476,3.20892,3.93479,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25752101,25758238,+
qCDP17,"No apical meristem protein, putative, expressed",LOC_Os12g41680,10.2932,4.65604,0,1.50064,1.33939,17.4404,4.70332,1.17489,29.9921,4.34247,6.71535,26.3388,1.07301,1.22287,2.01805,1.38084,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25800944,25806553,+
qCDP17,"membrane associated DUF588 domain containing protein, putative, expressed",LOC_Os12g41690,0.643579,2.61566,0.449537,6.08106,6.96133,0,0,1.03388,0.782455,0,0,6.16566,0.59618,1.82884,3.90501,3.79457,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,25807626,25812631,-
qCDP17,"LSD1 zinc finger domain containing protein, expressed",LOC_Os12g41700,10.2824,1.92166,5.75699,2.87648,2.40513,58.0246,17.6498,12.3025,15.2953,7.02298,6.95288,14.2887,3.54309,3.64334,4.24686,2.62477,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,25815277,25818874,-
qCDP17,expressed protein,LOC_Os12g41670,2.84101,2.64303,3.82896,0.40405,0.389782,1.04653,3.27326,3.63055,2.50219,2.55649,3.32812,3.07326,1.13551,1.26095,0.989915,1.67471,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25790709,25796385,+
qCDP17,"retrotransposon protein, putative, unclassified",LOC_Os12g41740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25862018,25862884,-
qCDP17,"cysteine-rich receptor-like protein kinase 8 precursor, putative, expressed",LOC_Os12g41490,1.81567,0.297886,0.000287771,0.202435,0.149882,0.278273,0.440457,0.232327,0.308763,0.119052,0.148246,0.170221,0.126843,0.158405,0.370646,0.124627,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,25699763,25702555,+
qCDP17,"rhodanese-like domain containing protein, putative, expressed",LOC_Os12g41500,49.3427,16.4051,39.9122,6.3147,5.7583,7.80437,28.9576,36.409,33.994,13.0925,16.5165,30.0389,14.2252,17.1504,14.3844,25.1644,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25701322,25706990,-
qCDP17,"PLA IIIA/PLP7, putative, expressed",LOC_Os12g41720,7.4366,1.03941,6.22416,1.01527,0.834124,0.630419,3.60143,8.03322,7.43677,11.1594,1.61397,11.372,3.22405,2.9205,4.35596,9.09562,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25838564,25840479,-
qCDP17,"transposon protein, putative, unclassified, expressed",LOC_Os12g41750,0,0,0,0,0,0.266929,0,0,0.3427,0.616691,0.225135,0,0.246581,0.667353,0.379193,0.294329,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25867093,25869905,-
qCDP17,"DEAD-box ATP-dependent RNA helicase, putative, expressed",LOC_Os12g41715,27.9919,3.318,45.8164,2.2064,2.63536,8.16613,70.4289,45.368,43.4286,7.13551,21.8911,7.87878,17.9301,18.4177,17.6681,12.7337,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25828364,25832900,-
qCDP17,"retrotransposon protein, putative, unclassified, expressed",LOC_Os12g41730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312394,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25846192,25852257,+
qCDP17,"helix-loop-helix DNA-binding domain containing protein, expressed",LOC_Os12g41650,2.57578,0,0.825528,0,0,2.73647,5.57412,0.651496,3.35641,37.9039,5.98744,3.61522,2.28979,2.3209,1.77174,1.46297,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25768808,25773124,+
qCDP17,"helix-loop-helix DNA-binding domain containing protein, expressed",LOC_Os12g41650,2.57578,0,0.825528,0,0,2.73647,5.57412,0.651496,3.35641,37.9039,5.98744,3.61522,2.28979,2.3209,1.77174,1.46297,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25768808,25773128,+
qCDP17,"helix-loop-helix DNA-binding domain containing protein, expressed",LOC_Os12g41650,2.57578,0,0.825528,0,0,2.73647,5.57412,0.651496,3.35641,37.9039,5.98744,3.61522,2.28979,2.3209,1.77174,1.46297,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25768808,25773124,+
qCDP17,"helix-loop-helix DNA-binding domain containing protein, expressed",LOC_Os12g41650,2.57578,0,0.825528,0,0,2.73647,5.57412,0.651496,3.35641,37.9039,5.98744,3.61522,2.28979,2.3209,1.77174,1.46297,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25768808,25773128,+
qCDP17,"Protein kinase domain containing protein, expressed",LOC_Os12g41710,1.25866,0.603768,4.59621,0.529252,0.281378,0.221471,0.399949,0.23346,5.78122,3.67117,7.04263,16.4225,0.723553,1.23018,0.662268,1.56716,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25820749,25824699,-
qCDP17,"Protein kinase domain containing protein, expressed",LOC_Os12g41710,1.25866,0.603768,4.59621,0.529252,0.281378,0.221471,0.399949,0.23346,5.78122,3.67117,7.04263,16.4225,0.723553,1.23018,0.662268,1.56716,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25820749,25824699,-
qCDP17,"Protein kinase domain containing protein, expressed",LOC_Os12g41710,1.25866,0.603768,4.59621,0.529252,0.281378,0.221471,0.399949,0.23346,5.78122,3.67117,7.04263,16.4225,0.723553,1.23018,0.662268,1.56716,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25820840,25824699,-
qCDP17,"Protein kinase domain containing protein, expressed",LOC_Os12g41710,1.25866,0.603768,4.59621,0.529252,0.281378,0.221471,0.399949,0.23346,5.78122,3.67117,7.04263,16.4225,0.723553,1.23018,0.662268,1.56716,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25820840,25824699,-
qCDP2,expressed protein,LOC_Os02g14855,0,0,0,0,0,0,0,0,0,0,0,0,0.235435,0.110311,0.294429,0.201069,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8261308,8262089,-
qCDP2,"prefoldin subunit, putative, expressed",LOC_Os02g14860,47.8162,9.57274,14.3828,9.13125,9.03685,17.5343,48.849,36.9046,30.3751,13.0404,9.01212,25.2088,5.92459,8.28569,7.6946,6.63088,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,8262546,8265723,+
qCDP2,hypothetical protein,LOC_Os02g14880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8289302,8289688,-
qCDP2,expressed protein,LOC_Os02g14870,0,0,0,0,0,0,0,0,0,0,0,0,0.126218,0.0575824,0.24386,0.0732345,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8268233,8270189,-
qCDP2,expressed protein,LOC_Os02g14890,9.443,0,0,0,0,0,21.3741,12.5127,16.8859,0,0.383652,11.726,4.61541,8.05899,7.04155,8.39576,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8292472,8293263,+
qCDP2,"bZIP transcription factor family protein, putative, expressed",LOC_Os02g14910,1.00727,0,0,0,0,1.94979,9.95353,8.93406,0.644064,0,0,3.54531,1.56317,3.12554,1.90123,3.20219,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,8323891,8325791,+
qCDP2,expressed protein,LOC_Os02g14874,3.41992,2.27002,8.92147,1.64695,1.14427,0.846171,11.6956,7.9207,5.52093,2.35152,4.46283,8.41617,4.72264,5.53484,9.86638,4.7876,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8276806,8278503,+
qCDP2,expressed protein,LOC_Os02g14874,3.41992,2.27002,8.92147,1.64695,1.14427,0.846171,11.6956,7.9207,5.52093,2.35152,4.46283,8.41617,4.72264,5.53484,9.86638,4.7876,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8276843,8278413,+
qCDP2,expressed protein,LOC_Os02g14970,0,0,0,0,0,0,0,0,0,0,0,0,0.141736,0,0.227722,0.300027,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8350306,8352195,+
qCDP2,"T-complex protein, putative, expressed",LOC_Os02g14929,8.91497,2.90174,15.6549,0.946727,0.743951,7.41175,17.5597,17.1194,11.9917,1.05158,2.1234,3.03851,2.85388,5.0027,2.93589,4.13127,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,8326083,8343178,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g14990,0,0,0,0,0,0,0,0,1.33432,5.51374,7.36755,1.70292,2.49675,2.75796,2.65389,1.34489,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8363275,8363904,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15000,0,0,0,0,0,0,0,0,0,0,0,0,0.132862,0.177006,0.212095,0.151661,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8367222,8368328,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15010,0,0,0,0,0,0,0,0,0,0,0,0,0.15166,0.078497,0.231667,0,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8375343,8375984,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15020,0,0,0,0,0,0,0,0,0,0,0,0,0.259466,0.174192,0.313073,0.304883,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,8380541,8381110,-
qCDP2,expressed protein,LOC_Os02g15030,0,0,0,0,0,0,0,0,0,0,0,0,0.0312466,0,0.104164,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8385915,8386710,+
qCDP2,hypothetical protein,LOC_Os02g15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8390584,8392148,+
qCDP2,expressed protein,LOC_Os02g15050,1.64838,0.759273,0.11846,0,0,0,2.95168,0.310372,1.43558,0.422165,0.262514,0,0.0240641,0.046151,0.0337929,0.0717556,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8394294,8395145,+
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15060,0,0,0,0,0,0,0,0,0,0,0.316107,0,0.0883672,0,0.131098,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8396790,8399606,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15080,0,0,0,0,0,0,0,0,0,0,0,0,0.431755,0,0.164587,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8405272,8405967,-
qCDP2,"glutelin, putative, expressed",LOC_Os02g15070,303.722,779.059,29.7458,334.372,332.031,0,1.35245,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,8401195,8403228,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15100,0,0,0,0,0,0,0,0,0,0,0.497245,0,0.251533,0.102083,0.198783,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8411434,8411967,-
qCDP2,"zinc finger, C3HC4 type domain containing protein, expressed",LOC_Os02g15110,0,0,0,0,0,0,0,0,3.42087,0,1.51098,0,0.914318,0.49826,1.60025,1.67077,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8417085,8417585,-
qCDP2,"glutelin, putative, expressed",LOC_Os02g15090,731.01,3706.09,160.497,4258.47,4289.84,0,2.23047,0,0,0,0,0,0,0,0.180191,0,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,8406570,8408689,-
qCDP2,"calcium-binding EF hand family protein, putative, expressed",LOC_Os02g14980,2.32986,0.900395,32.4413,2.01199,1.96768,3.3357,8.56456,3.35623,7.97911,5.142,4.09132,2.89488,2.66572,1.99197,1.54744,1.27699,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8358769,8362960,+
qCDP2,"calcium-binding EF hand family protein, putative, expressed",LOC_Os02g14980,2.32986,0.900395,32.4413,2.01199,1.96768,3.3357,8.56456,3.35623,7.97911,5.142,4.09132,2.89488,2.66572,1.99197,1.54744,1.27699,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8359318,8362959,+
qCDP2,expressed protein,LOC_Os02g15130,0,0,0,0,0,0,0,0,0,0,0,0,0.325512,0.317158,0.683007,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8428945,8429274,+
qCDP2,"RING-H2 finger protein, putative, expressed",LOC_Os02g15120,5.70313,0,0,0,0,2.39088,2.31447,2.48514,8.11414,1.97259,3.38364,1.62152,3.76459,4.25469,4.82654,5.81195,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8422789,8423854,+
qCDP2,"retrotransposon protein, putative, unclassified, expressed",LOC_Os02g15140,35.5632,72.5408,0.725423,15.8383,17.0029,0,0,0,0,0,0,0,0.710177,0,0.499519,0.196972,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8433458,8436707,+
qCDP2,"1,3-beta-glucan synthase component domain containing protein, expressed",LOC_Os02g14900,4.11564,1.32221,2.15429,0.604368,0.536446,1.77761,3.05754,10.964,2.93373,0.289344,0.58532,7.41144,1.86655,1.99035,2.2273,2.53142,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8299857,8317191,+
qCDP2,"OsFBX40 - F-box domain containing protein, expressed",LOC_Os02g15160,2.28584,0,1.78468,0,0,1.70427,4.12363,2.99212,3.31053,0.729274,1.39086,0,1.33264,0.673247,1.09415,0.782468,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8453872,8455936,-
qCDP2,"glutelin, putative, expressed",LOC_Os02g15178,5741.19,15635,564.101,13685.8,13751.1,0,18.8833,0,0,0,0.453847,0,0.0391701,0,0.0569298,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8458526,8460664,-
qCDP2,"glutelin, putative, expressed",LOC_Os02g15150,5774.48,15444.8,581.013,14467.1,14566.1,0,18.0997,0,0,0,0.213343,0,0.0147491,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,8446601,8448701,+
qCDP2,"glutelin, putative, expressed",LOC_Os02g15150,5774.48,15444.8,581.013,14467.1,14566.1,0,18.0997,0,0,0,0.213343,0,0.0147491,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,8446601,8448701,+
qCDP4,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os03g29224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16621578,16623783,+
qCDP4,"retrotransposon protein, putative, unclassified",LOC_Os03g29230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16624579,16624920,-
qCDP4,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os03g29222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16618653,16620935,+
qCDP4,expressed protein,LOC_Os03g29244,0,0,0,0,0,0,0,0,0,0,0,0,0.491101,0.160035,0.287354,0.36345,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16634437,16634760,+
qCDP4,"SPX domain-containing protein, putative, expressed",LOC_Os03g29250,0,0,0,0,0,0,2.66492,0,0,0,0,0,22.9093,11.3228,13.8341,24.5402,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,16645316,16646422,+
qCDP4,expressed protein,LOC_Os03g29270,0,0,0,0,0,0,0,0,0,0,0,0,1.24017,0.0742914,0.540732,0.122249,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16660664,16662884,-
qCDP4,conserved hypothetical protein,LOC_Os03g29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16671715,16672328,+
qCDP4,"elongation factor protein, putative, expressed",LOC_Os03g29260,47.107,14.2824,37.2324,6.57943,5.47961,5.70528,53.3009,42.704,35.3812,8.2912,19.5587,23.5571,12.9658,12.4796,13.5766,9.69106,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,16654331,16658820,+
qCDP4,"PDI, putative, expressed",LOC_Os03g29240,37.852,10.0345,3.89132,8.43045,8.33164,6.52366,38.1593,31.4514,57.5552,13.3853,12.7972,34.4774,23.6495,20.5955,30.327,13.2242,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,16628546,16632077,+
qCDP4,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",LOC_Os03g29310,0,0,0,0,0,0.423911,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16681864,16684886,-
qCDP4,expressed protein,LOC_Os03g29330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16689637,16690860,-
qCDP4,hypothetical protein,LOC_Os03g29370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16723110,16723877,-
qCDP4,expressed protein,LOC_Os03g29360,5.60154,0,0,0,0,3.66702,5.47012,1.51747,3.52999,2.3404,12.4154,7.76782,1.05403,0.746846,1.4466,1.34679,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16715427,16715939,+
qCDP4,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",LOC_Os03g29290,0,0,0,0,0,0,0,0,0,0,0,0,0.0182168,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16676287,16679941,-
qCDP4,hypothetical protein,LOC_Os03g29389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16739597,16741076,-
qCDP4,"retrotransposon protein, putative, unclassified",LOC_Os03g29430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16771142,16775434,-
qCDP4,hypothetical protein,LOC_Os03g29420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16765551,16766685,-
qCDP4,expressed protein,LOC_Os03g29400,0,0,0,0,0,0,0,0,0,0,0,0,0.139594,0,0.233656,0.0450362,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16748204,16749046,+
qCDP4,"retrotransposon protein, putative, unclassified, expressed",LOC_Os03g29440,0,0,0,0,0,0,0,0,0,0,0,0,0.0879464,0,0.0827862,0,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16778970,16781678,+
