MID,AA,Aa,aa,F statistic,p value,Trait,Frameshift,Effect,Site,Transcript,ID,QTL,Expression cluster,Functionally annotated,Outlier in expression,annotation,FDR adjusted p value
7183,50,4,119,14.176490883348073,2.0223949593897198e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08830.1,5697156,qCDP5,1,No,No,expressed protein,0.0006231253343417663
6951,50,4,119,14.176490883348073,2.0223949593897198e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696472,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006231253343417663
17302,112,6,52,14.19175665086416,2.0308809646560887e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g18594.2,11020748,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.0006236748308952114
17288,112,6,52,14.19175665086416,2.0308809646560887e-06,Lost_Root_length,no,missense,exon,LOC_Os09g18594.1,11020748,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.0006236748308952114
9972,77,4,79,14.256883903319045,2.0445382813325108e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534029,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.000626834553798979
203,113,5,53,14.174085637375686,2.049856043119533e-06,Root_length,no,synonymous,intron,LOC_Os01g66100.1,1367958,qCDP1,2,No,No,"gibberellin 20 oxidase 2, putative, expressed",0.0006274312658298438
43,88,4,79,14.167426488482022,2.061569285019129e-06,Root_length,no,synonymous,intron,LOC_Os01g65920.1,1365506,qCDP1,1,Yes,No,"F-box/LRR-repeat protein 2, putative, expressed",0.0006299803677209522
16597,78,6,79,14.216010507712962,2.0759750076007642e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g15430.1,10901070,qCDP10,1,No,No,"zinc finger family protein, putative, expressed",0.0006312709024758437
10164,57,4,109,14.16528373127966,2.077364278139438e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35524.1,7535380,qCDP7,1,No,No,expressed protein,0.0006312709024758437
16594,78,5,80,14.214091276845428,2.0793608985367662e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g15430.1,10901067,qCDP10,1,No,No,"zinc finger family protein, putative, expressed",0.0006312709024758437
16613,78,5,80,14.214091276845428,2.0793608985367662e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g15430.1,10901086,qCDP10,1,No,No,"zinc finger family protein, putative, expressed",0.0006312709024758437
20824,12,72,79,14.202558206558356,2.0998255297730937e-06,Filtered_Shoot_length,no,synonymous,exon,LOC_Os10g34884.1,12341957,qCDP13,2,No,No,"RIPER7 - Ripening-related family protein precursor, expressed",0.0006364454903758514
13935,125,38,8,14.132021481213188,2.1249926372126115e-06,Shoot_weight,no,synonymous,intron,LOC_Os08g43180.1,10400368,qCDP9,5,No,No,expressed protein,0.0006429368132922002
18018,49,78,43,14.137036168138314,2.128151945126251e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031199,qCDP11,2,No,No,expressed protein,0.0006429368132922002
10433,57,40,73,14.117594155527833,2.1638360533246654e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35574.1,7536651,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",0.0006526578436364995
25726,116,14,40,14.110081509925935,2.17778651452337e-06,Stress_Shoot_weight,no,missense,exon,LOC_Os12g41450.1,15172679,qCDP17,1,No,No,"F-box domain containing protein, expressed",0.0006558027028362446
7478,116,42,5,14.138669758106484,2.2169422889566026e-06,Filtered_Shoot_length,no,missense,exon,LOC_Os05g08890.1,5698535,qCDP5,2,No,No,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",0.0006654402580239092
7480,116,42,5,14.138669758106484,2.2169422889566026e-06,Filtered_Shoot_length,no,synonymous,exon,LOC_Os05g08890.1,5698537,qCDP5,2,No,No,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",0.0006654402580239092
10209,57,7,106,14.072553672284059,2.2488481526614096e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35524.1,7535441,qCDP7,1,No,No,expressed protein,0.0006739301790825899
7163,50,5,118,14.045595159480607,2.2626614452946846e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696800,qCDP5,2,No,No,expressed protein,0.0006769795739056926
16437,134,4,33,14.050767092912936,2.2781189226125387e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900789,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0006805103234320923
18016,49,78,43,14.051375741814542,2.289981251775502e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031198,qCDP11,2,No,No,expressed protein,0.0006818648175286735
18017,49,78,43,14.051375741814542,2.289981251775502e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031198,qCDP11,2,No,No,expressed protein,0.0006818648175286735
10626,127,8,38,14.024258069959107,2.3044799059784043e-06,Height_WO_husk,no,synonymous,intron,LOC_Os06g35670.2,7539310,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10589,127,8,38,14.024258069959107,2.3044799059784043e-06,Height_WO_husk,no,synonymous,intron,LOC_Os06g35670.1,7539310,qCDP7,5,No,No,expressed protein,0.0006825778353692623
6649,117,4,52,14.02179548442277,2.309356381810136e-06,Width_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695450,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0006825778353692623
7434,116,5,52,14.013049748025566,2.326759454517676e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08890.1,5698331,qCDP5,2,No,No,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",0.0006825778353692623
10581,47,93,21,14.069671497174928,2.380641017839414e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os06g35670.1,7539297,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10618,47,93,21,14.069671497174928,2.380641017839414e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os06g35670.2,7539297,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10636,123,20,27,14.005959262276594,2.3807780292695085e-06,Stress_Shoot_weight,no,synonymous,exon,LOC_Os06g35670.2,7539325,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10599,123,20,27,14.005959262276594,2.3807780292695085e-06,Stress_Shoot_weight,no,synonymous,exon,LOC_Os06g35670.1,7539325,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10597,44,14,102,14.073693009463367,2.3877689471497507e-06,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os06g35670.1,7539322,qCDP7,5,No,No,expressed protein,0.0006825778353692623
10634,44,14,102,14.073693009463367,2.3877689471497507e-06,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os06g35670.2,7539322,qCDP7,5,No,No,expressed protein,0.0006825778353692623
17975,59,66,45,14.001694475608803,2.3894891564107917e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031159,qCDP11,2,No,No,expressed protein,0.0006825778353692623
17974,59,66,45,14.001694475608803,2.3894891564107917e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031159,qCDP11,2,No,No,expressed protein,0.0006825778353692623
6768,49,5,119,13.981379923633302,2.3908968248175263e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695674,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0006825778353692623
3693,36,8,129,13.974660657985947,2.404733011946595e-06,Height_WO_husk,no,synonymous,intron,LOC_Os03g03370.1,2844316,qCDP3,2,No,No,"fatty acid hydroxylase, putative, expressed",0.0006825778353692623
3692,36,8,129,13.974660657985947,2.404733011946595e-06,Height_WO_husk,no,synonymous,intron,LOC_Os03g03370.1,2844316,qCDP3,2,No,No,"fatty acid hydroxylase, putative, expressed",0.0006825778353692623
3733,36,8,129,13.974660657985947,2.404733011946595e-06,Height_WO_husk,no,synonymous,intron,LOC_Os03g03370.2,2844316,qCDP3,2,No,No,"fatty acid hydroxylase, putative, expressed",0.0006825778353692623
3734,36,8,129,13.974660657985947,2.404733011946595e-06,Height_WO_husk,no,synonymous,intron,LOC_Os03g03370.2,2844316,qCDP3,2,No,No,"fatty acid hydroxylase, putative, expressed",0.0006825778353692623
20816,17,66,80,14.041366290200507,2.408155594454069e-06,Filtered_Shoot_length,no,missense,exon,LOC_Os10g34884.1,12341949,qCDP13,2,No,No,"RIPER7 - Ripening-related family protein precursor, expressed",0.0006825778353692623
16477,133,9,29,13.982326997313844,2.4157338354370152e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900829,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0006825778353692623
10329,56,5,109,13.987586502969048,2.418536191680836e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35530.1,7535685,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.0006825778353692623
10312,57,5,108,13.986143218239501,2.4215278600266463e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35530.1,7535667,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.0006825778353692623
7080,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696603,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6664,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695466,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0006825778353692623
7089,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696612,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6690,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695492,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0006825778353692623
6894,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696595,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6981,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696502,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6911,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696612,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
7298,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08850.1,5697433,qCDP5,1,No,No,"cytochrome P450, putative, expressed",0.0006825778353692623
6902,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696603,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
7072,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696595,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6803,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696502,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
7227,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08840.1,5697310,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0006825778353692623
7239,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08840.1,5697324,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0006825778353692623
6796,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696495,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6974,117,4,52,13.965168769450969,2.4244167070342957e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696495,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0006825778353692623
6563,122,4,47,13.96115438115268,2.4327904754359874e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08770.2,5694534,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0006839007665840443
10107,58,5,108,13.967909938075408,2.4457791042138482e-06,Shoot_weight,no,synonymous,intron,LOC_Os06g35490.1,7534673,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",0.0006865150698253351
10263,57,5,108,13.95783056558469,2.4809781628939326e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35530.1,7535612,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.0006953464399315675
20823,14,72,77,14.000051430547712,2.4943170882358607e-06,Filtered_Shoot_length,no,synonymous,exon,LOC_Os10g34884.1,12341956,qCDP13,2,No,No,"RIPER7 - Ripening-related family protein precursor, expressed",0.0006980336994296145
9957,57,5,108,13.946569299933591,2.50503297178034e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35470.1,7534013,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.0006999799340064883
336,133,5,32,13.941423859708172,2.51610239917559e-06,Stress_Shoot_weight,no,synonymous,exon,LOC_Os01g66110.1,1368126,qCDP1,1,No,No,"methyltransferase, putative, expressed",0.0007020189752422449
6580,122,4,47,13.906305382367904,2.5501777506756025e-06,Width_WO_husk,no,synonymous,exon,LOC_Os05g08770.2,5694551,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0007104611967076791
10334,57,4,109,13.922681149481802,2.556843987437884e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35540.1,7535761,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",0.0007112536114531992
10266,57,5,108,13.920065876996908,2.5625817191743885e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35530.1,7535615,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.0007117857581169458
11303,114,32,27,13.891608070854563,2.5825953921582226e-06,Width_WO_husk,no,synonymous,intron,LOC_Os07g36560.1,8901600,qCDP8,1,No,No,"transferase family protein, putative, expressed",0.0007162757115955964
4478,25,4,132,13.96133163995351,2.610091011458674e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os03g03470.2,2846060,qCDP3,1,No,No,expressed protein,0.0007205140090070269
4662,25,4,132,13.96133163995351,2.610091011458674e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os03g03470.1,2846060,qCDP3,1,No,No,expressed protein,0.0007205140090070269
6547,120,10,43,13.878180568643884,2.612576613401935e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08770.2,5694518,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0007205140090070269
10075,57,5,108,13.897174416728154,2.6133635469088832e-06,Stress_Shoot_weight,no,missense,exon,LOC_Os06g35480.1,7534188,qCDP7,2,No,No,"peroxidase precursor, putative, expressed",0.0007205140090070269
6769,48,7,118,13.870213414122185,2.630532066273145e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695675,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007220383739431154
6770,48,7,118,13.870213414122185,2.630532066273145e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695676,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007220383739431154
6771,48,7,118,13.870213414122185,2.630532066273145e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695677,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007220383739431154
6360,60,5,95,13.936526777221,2.6825262036848215e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29410.1,3301125,qCDP4,1,No,No,"tyrosine protein kinase domain containing protein, putative, expressed",0.00073522551768151
7556,50,5,118,13.836367846930669,2.70821185565389e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08910.1,5699280,qCDP5,2,No,No,expressed protein,0.00073975828480518
7555,50,5,118,13.836367846930669,2.70821185565389e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08910.1,5699279,qCDP5,2,No,No,expressed protein,0.00073975828480518
7129,121,4,48,13.83438910974448,2.712824466631407e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696754,qCDP5,2,No,No,expressed protein,0.00073975828480518
15433,66,5,100,13.844503561551551,2.718939638940049e-06,Root_length,no,synonymous,intron,LOC_Os08g43360.1,10404079,qCDP9,5,No,No,"RNA recognition motif containing protein, putative, expressed",0.00073975828480518
15492,66,5,100,13.844503561551551,2.718939638940049e-06,Root_length,no,synonymous,intron,LOC_Os08g43360.2,10404079,qCDP9,5,No,No,"RNA recognition motif containing protein, putative, expressed",0.00073975828480518
16334,134,4,33,13.835309689266179,2.740486124254285e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900683,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0007445320696696678
2688,51,42,70,13.885449131414553,2.750020322084966e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os02g14929.1,1798828,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007460332098250907
23399,86,4,71,13.895556177185867,2.760196566883328e-06,Filtered_Length_WO_husk,no,missense,exon,LOC_Os11g26830.1,13142183,qCDP14,7,No,No,"ATP-binding region, ATPase-like domain containing protein, expressed",0.0007475298454351241
17848,108,5,57,13.832009498986142,2.763570841802071e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19170.1,11026550,qCDP11,1,No,No,expressed protein,0.0007475298454351241
27056,51,4,115,13.821240373334446,2.7892223954473545e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os12g41670.1,15178710,qCDP17,5,No,No,expressed protein,0.0007483943022007901
27055,51,4,115,13.821240373334446,2.7892223954473545e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os12g41670.1,15178710,qCDP17,5,No,No,expressed protein,0.0007483943022007901
6584,41,6,120,13.83019832339504,2.815400392706432e-06,Filtered_Seed_Weight,no,missense,exon,LOC_Os05g08770.2,5694555,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0007483943022007901
6585,41,6,120,13.83019832339504,2.815400392706432e-06,Filtered_Seed_Weight,no,missense,exon,LOC_Os05g08770.2,5694555,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.0007483943022007901
6765,50,5,118,13.786090994750705,2.82791035203121e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695663,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007483943022007901
6764,50,6,117,13.78374042220535,2.8336357655223245e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695662,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007483943022007901
15765,137,5,29,13.786329975501966,2.8582202340814616e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15330.2,10897761,qCDP10,1,No,No,"transporter family protein, putative, expressed",0.0007483943022007901
7145,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696776,qCDP5,2,No,No,expressed protein,0.0007483943022007901
7294,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08850.1,5697429,qCDP5,1,No,No,"cytochrome P450, putative, expressed",0.0007483943022007901
6688,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695490,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007483943022007901
6835,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696533,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
6829,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08810.1,5696527,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
6647,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695448,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007483943022007901
6646,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695447,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007483943022007901
7002,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696522,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
6824,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696522,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
6689,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695491,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007483943022007901
7007,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08810.2,5696527,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
6786,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696485,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
7263,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08840.1,5697348,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0007483943022007901
6687,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695489,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007483943022007901
7146,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696777,qCDP5,2,No,No,expressed protein,0.0007483943022007901
6964,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696485,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
7013,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696533,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007483943022007901
7262,49,6,118,13.770014679071307,2.867303264208293e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08840.1,5697347,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0007483943022007901
6795,49,8,116,13.76156533548435,2.8882293965810075e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696494,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007517475394457699
6973,49,8,116,13.76156533548435,2.8882293965810075e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696494,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007517475394457699
7232,119,6,48,13.753477048397412,2.908406069006662e-06,Width_WO_husk,no,synonymous,intron,LOC_Os05g08840.1,5697315,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0007559418567627652
17094,112,40,11,13.81416394464725,2.9223077792837187e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016033,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007569916793677403
17095,112,40,11,13.81416394464725,2.9223077792837187e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016033,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007569916793677403
7434,116,5,52,13.733667373711354,2.958426869609656e-06,Width_WO_husk,no,synonymous,intron,LOC_Os05g08890.1,5698331,qCDP5,2,No,No,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",0.0007569916793677403
7386,119,39,15,13.719432098565294,2.9949086276258912e-06,Width_WO_husk,no,synonymous,exon,LOC_Os05g08860.1,5697556,qCDP5,1,No,No,expressed protein,0.0007569916793677403
23281,41,4,115,13.801009552953275,3.009966315687536e-06,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os11g26760.1,13138302,qCDP14,2,No,No,"dehydrin, putative, expressed",0.0007569916793677403
2327,133,23,5,13.792993960807607,3.011899001309645e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798395,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007569916793677403
18024,109,19,42,13.730403993329913,3.0154085832390724e-06,Lost_Root_length,no,synonymous,intron,LOC_Os09g19274.1,11031205,qCDP11,2,No,No,expressed protein,0.0007569916793677403
4727,25,123,13,13.788614836215197,3.0231491871585478e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os03g03470.1,2846131,qCDP3,1,No,No,expressed protein,0.0007569916793677403
4543,25,123,13,13.788614836215197,3.0231491871585478e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os03g03470.2,2846131,qCDP3,1,No,No,expressed protein,0.0007569916793677403
15496,70,4,99,13.706947861679303,3.0272773625925547e-06,Seed_volume,no,synonymous,intron,LOC_Os08g43360.2,10404083,qCDP9,5,No,No,"RNA recognition motif containing protein, putative, expressed",0.0007569916793677403
15437,70,4,99,13.706947861679303,3.0272773625925547e-06,Seed_volume,no,synonymous,intron,LOC_Os08g43360.1,10404083,qCDP9,5,No,No,"RNA recognition motif containing protein, putative, expressed",0.0007569916793677403
6764,49,6,108,13.770585635811164,3.0329740201491365e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08800.1,5695662,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
27397,87,20,43,13.864614733570336,3.0475814154337786e-06,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os12g41690.1,15179239,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.0007569916793677403
27015,110,16,35,13.776731902457092,3.0538919120881765e-06,Filtered_Length_WO_husk,no,missense,exon,LOC_Os12g41660.1,15178299,qCDP17,1,No,No,expressed protein,0.0007569916793677403
6701,48,7,118,13.690407580208463,3.070708334722352e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695505,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
